title,description,author,date,link
Yolonda Ross joins Netflix Drama 'The Get Down',"Yolonda Ross, most known for her role as Whitney Houston's lesbian love interest in Angela Bassett's <em>Whitney</em> Lifetime movie and her role as Dana Lyndsey on HBO's <em>Treme</em>, has joined the cast of Baz Luhrmann's music-driven Netflix drama <em>The Get Down. </em>",Zakee Kuduro,08/07/15,https://www.huffpost.com/entry/yolonda-ross-joins-netfli_b_7940668
"Sanders Politics of Isaiah, Trump Politics of Buchanan, Find Common Ground","Sanders and Trump are driving the political debate. Sanders may be a socialist, but issues he's raising have broad appeal within the Democratic Party base.Trump has tapped into resentments toward corporate and financial elites that have a long history within the GOP.",David Paul,09/17/15,https://www.huffpost.com/entry/sanders-politics-of-isaia_b_8148026
The Surprising Reason Humans Love Cat Videos,When we turn to cute kitty videos we may be practicing a virtual form of animal therapy.,Alexis Sobel Fitts,08/27/15,https://www.huffpost.com/entry/the-surprising-reason-humans-love-cat-videos_n_55df58f9e4b029b3f1b1f693
"China Cracks Down on 'Western Values' in Textbooks, but Embraces Hollywood's 'Captain America'",The Cultural Revolution days of an autarkic closed information loop when the Communist Party could dictate a narrative for an isolated and impoverished society are over for China. To believe otherwise is to undermine the very links to the rest of the world that have enabled China to become the ever-more prospering world power it is today.,,02/24/15,https://www.huffpost.com/entry/china-censorship-hollywood_b_6737666
Our Duty on Veterans Day: Resiliency Is a Team Effort,"This is significant on Veterans Day and on every day: to help our soldiers and our fellow survivors to bounce forward.  In fact, this is our duty after they've done theirs.",Michaela Haas,11/11/15,https://www.huffpost.com/entry/our-duty-on-veterans-day_b_8505686
Actress Brooke Adams On Why You Should Watch Her 5-Minute Show,"The reason I started writing the blog for the Huffington Post was to promote our web series ALL DOWNHILL FROM HERE. Our goal was to post a new episode of the series with a new blog every week. I'm sorry, I can't write a great, funny blog every week.",Brooke Adams,09/21/16,https://www.huffpost.com/entry/brooke-adams_b_12117910
How to Finish Your Book in Three Drafts: An Interview with Stuart Horwitz,,Lisa Tener,06/03/16,https://www.huffpost.com/entry/how-to-finish-your-book-i_b_10266322
4 Lessons That Revising a Garden Can Teach You About Planting a Novel,"What thrills you in your garden -- like random assortments of lilies mixed with giant purple Allium -- might be very different from what pleases your neighbor, whose garden consists of neat rows of yellow and white. That's okay. Your vision is what makes your garden and novel unique.",Holly Robinson,05/27/15,https://www.huffpost.com/entry/4-lessons-that-revising-a-garden-can-teach-you-about-planting-a-novel_b_7451762
Pregnancy Can Be Hard -- And Other Shocking Life Lessons,"Workers and employers need true flexibility so they can find work situations that work for them. People value different aspects of compensation, and those preferences tend to change over time.",Heather R. Higgins,08/23/16,https://www.huffpost.com/entry/pregnancy-can-be-hardand-_b_11651906
A Betraying Breath : Living In The Uncertainty Of A Chronic Illness,,Ashley Ballou-Bonnema,11/23/16,https://www.huffpost.com/entry/a-betraying-breath-living_b_12977478
Game-Changing Ethnic Studies Bill Heads To California Governor,Gov. Brown has yet to say whether he'll sign the bill creating a model ethnic studies curriculum that districts could use.,Roque Planas,09/11/15,https://www.huffpost.com/entry/game-changing-ethnic-studies-bill-heads-to-california-governor_n_8120074
You May Be Surprised That the Love Never Dies,"Once you deeply love someone, the love can never be gone. It does not die. It does not dissipate or cease to exist. It may be temporarily forgotten, it may go into hibernation, it may transcend, it may be tucked away in order to make room in your heart for new people to love, but it never dies.",Lacey Johnson,07/10/15,https://www.huffpost.com/entry/you-may-be-surprised-that_b_7692430
Should Trump Nominee Tom Price Be In Jail For Insider Trading?,"Little did Trump’s supporters know that when Trump talked about draining the swamp, he meant filling his Cabinet with sharks.",Nancy Altman,01/19/17,https://www.huffpost.com/entry/should-trump-nominee-tom-price-be-in-jail-for-insider_b_588105a2e4b0d96b98c1d9a6
"West Virginia’s Biggest Utility Eyes Renewables Over Coal, Despite Trump",It's yet another sign coal isn't making a comeback anytime soon.,Alexander C. Kaufman,05/02/17,https://www.huffpost.com/entry/appalachian-power-renewables-coal_n_16391052
Mexican Officials Rejoice In Trump's Debate Defeat,The first presidential debate did NOT go well for Trump.,Alana Horowitz Satlin,09/27/16,https://www.huffpost.com/entry/mexico-donald-trump-debate-loss_n_57ea333ae4b0c2407cd9509c
Pregnant Woman Dies After Allegedly Kidnapped By Ex,It's believed that Ryan Arnold shot his ex-girlfriend before dumping her body from a moving car while police chased him.,Michael McLaughlin,08/29/15,https://www.huffpost.com/entry/kidnapped-pregnant-woman-dies_n_8059696
Dear White Guys: Your Asian Fetish Is Showing,There's a big difference between having a type and having a full-on fetish.,Brittany Wong,05/29/19,https://www.huffpost.com/entry/asian-fetish-dating-red-flags_n_5ce6ca27e4b05c15dea89437
16 Award-Nominated Books From 2016 Your Shelf Can't Be Without,"Be prepared to say, ""Oh, I read that BEFORE it won the National Book Award.""",,09/15/16,https://www.huffpost.com/entry/best-award-books-to-read-2016_n_12029206
Anthony Scaramucci Says Trump Was 'Intimidated' By 'Good-Looking' Trudeau,"""I mean, the poor guy has the self-esteem of a small pigeon,"" the former White House communications director said.",Josephine Harvey,09/09/19,https://www.huffpost.com/entry/anthony-scaramucci-trump-intimidated-good-looking-justin-trudeau_n_5d75d609e4b0645135709902
"'Green News Report' - May 19, 2016",,Brad Friedman and Desi Doyen,05/19/16,https://www.huffpost.com/entry/green-news-report---may-1_b_10051946
'Borat 2' Star Maria Bakalova Earns Golden Globe Nomination For Best Actress,The Bulgarian actor-turned-Hollywood-breakout said she hopes her nod gives a much-needed boost to Eastern European performers and filmmakers.,Curtis M. Wong,02/03/21,https://www.huffpost.com/entry/borat-2-maria-bakalova-golden-globe-nomination_n_601ab5e6c5b6f41348c5bea1
Fox News Cuts Away From Trump Campaign’s Election Misinformation: 'Not So Fast’,"Anchor Neil Cavuto said he “can’t in good countenance continue showing you this,” cutting into a presser led by White House press secretary Kayleigh McEnany.",Sarah Ruiz-Grossman,11/09/20,https://www.huffpost.com/entry/fox-news-cut-away-trump-campaign_n_5fa9c381c5b64c88d403fb33
The Reason We Do Things In Our Sleep That We Can't Remember,The transition from sleep to wakefulness is far from instantaneous.,Siobhan Kenna,08/10/17,https://www.huffpost.com/entry/why-can-we-do-things-in-our-sleep-and-not-remember-them_n_6108760ce4b0999d2084f896
Programmatic 3.0,,Advertising Week,09/22/15,https://www.huffpost.com/entry/programmatic-30_b_8179562
Florida State Senator Frank Artiles Resigns After Calling Colleagues The N-Word,"""I am sorry I have let you down and ask for your forgiveness.""",Sebastian Murdock,04/21/17,https://www.huffpost.com/entry/frank-artiles-florida-resigns_n_16145502
Trump's Political Arm Cites InfoWars In An Email Boasting About Crowd Size,The far-right website is known for hawking conspiracy theories.,Daniel Marans,06/03/17,https://www.huffpost.com/entry/alex-jones-donald-trump-fundraising-email_n_593306d1e4b0c242ca249805
A 'Heretical' Argument for the Personal and Professional Value of Studying Religion,"Each semester, I teach courses on religion to undergraduates. On the first day of my introduction to religion course, ""Exploring Religious Meaning,"" it is evident the students' enthusiasm for the class can be quite low.",Joel Gruber,05/03/16,https://www.huffpost.com/entry/teaching-religion-as-tool_b_9503454
Meet The Cast Of 'RuPaul's All Stars Drag Race',Did your fave make the cut?,James Michael Nichols,06/17/16,https://www.huffpost.com/entry/rupauls-all-stars-drag-race_n_576433fce4b015db1bc9316f
Searching For Meaning In These Tumultuous Times,,Michael A. Whitehouse,04/10/17,https://www.huffpost.com/entry/searching-for-meaning-in-these-tumultuous-times_b_58ebf0cde4b081da6ad006cc
Utah Offers More Mountains in Less Time,Being able to access so many world-class resorts so easily also feels akin to a New York baseball fan scoring tickets to a subway series.  Where else in North America offers so much downhill variety within such easy reach?,Mark Sissons,01/05/15,https://www.huffpost.com/entry/utah-offers-more-mountain_b_6408846
Jack Black Was Accidentally Slapped In The Face On 'The Price Is Right',"A high five gone very, very wrong.",Stephanie Marcus,02/20/17,https://www.huffpost.com/entry/jack-black-was-accidentally-slapped-in-the-face-by-a-price-is-right-contestant_n_14883540
The Best Roast Chicken Recipe... Ever!,,Justina Elumeze,01/24/17,https://www.huffpost.com/entry/the-best-roast-chicken-re_b_14350908
Who Will Win an Award at the 6th Annual Streamy Awards? Check Out Our Predictions!,,Juliet Schroder,10/03/16,https://www.huffpost.com/entry/who-will-win-an-award-at_b_12321782
These Breathtaking Hawaiian Views Will Make You Wish You Were On Vacation,Kick back and take in all the beautiful sights.,Rahel Gebreyes,06/11/16,https://www.huffpost.com/entry/ryot-hawaii-postcard_n_5759c5f6e4b0e39a28acf6b4
Man Who Filmed Himself Licking Ice Cream Tub Gets Jail Time,"The 24-year-old Texas man was sentenced to 30 days in jail for posting a video showing himself removing an ice cream container from a Texas market freezer, licking the contents and returning the container to the freezer.",AP,03/05/20,https://www.huffpost.com/entry/dadrien-anderson-licking-ice-cream_n_5e6128aac5b69d641c0c49f2
People Love This News Anchor's Response After Trump Attends MAGA-Themed Wedding,Fans say NY1 anchor Cheryl Wills' quiet reaction to the coverage is expert shade.,Kimberley Richards,07/24/19,https://www.huffpost.com/entry/donald-trump-anchor-new-jersey-wedding_n_5d388c33e4b004b6adb9eac8
Republican Group's New Ad Hits GOP Senators Who 'Chose Trump' Over America,"""Learn their names. Remember their actions. And never, ever trust them again,"" The Lincoln Project video warns.",Josephine Harvey,07/09/20,https://www.huffpost.com/entry/lincoln-project-targets-gop-senators_n_5f0647e8c5b63a72c33cb982
My top 10 takeaways from Fortune's Most Powerful Women Summit,,Ellyn Shook,10/25/16,https://www.huffpost.com/entry/my-top-10-takeaways-from_b_12634520
See How Fireworks Injuries Skyrocket On July 4th,The Fourth of July always brings a slew of patients with fireworks injuries into ERs across the country. But it's not solely an Independence Day phenomenon. Federal researchers track data on those injuries year-round.,STAT,07/02/16,https://www.huffpost.com/entry/see-how-fireworks-injurie_b_10784704
Your Pre-Debate Primer On Tim Kaine And Mike Pence,Let’s talk about these two luminous beacons of untamed charisma.,Jesse Mechanic,10/04/16,https://www.huffpost.com/entry/get-to-know-the-vp-candidates_b_57f3c2fee4b03d61445c736e
This Is What Makes Teens Want To Try E-Cigarettes,Hint: It's not traditional cigarettes.,Reuters,07/28/15,https://www.huffpost.com/entry/this-is-what-makes-teens-want-to-try-e-cigarettes_n_55b7a50be4b0224d8833f038
Three Minutes to Nuclear Midnight,"The consequences of an accidental nuclear war would be staggering. Thousands of U.S. and Russian warheads, some of them orders of magnitude larger than the one that wiped out Hiroshima, are primed for launch on warning.",Jonathan Marshall,06/01/16,https://www.huffpost.com/entry/three-minutes-to-nuclear-_b_10174018
Steve Bannon’s Cure For Mental Illness? 'Spank Your Children More',Are we surprised?,,11/15/16,https://www.huffpost.com/entry/steve-bannon-mental-health_n_12997190
Entertaining Doubts at Mass MoCA,"The Jim Shaw retrospective entitled, Entertaining Doubts, curated by Denise Markonish at MassMoca is a radiant exhibit by a beloved Los Angeles artist.",Rachel Mason,05/21/15,https://www.huffpost.com/entry/entertaining-doubts-at-ma_b_7345500
"Muslim Voter Turnout Is Way Up, New Report Finds","Politicians should take note, argues the Muslim group Emgage.",Daniel Marans,05/20/19,https://www.huffpost.com/entry/muslim-voter-turnout-increases_n_5cdf3823e4b00735a916e69f
How One Australian Pub Is Making Breastfeeding Moms Feel Welcome,Awesome!,Caroline Bologna,01/15/16,https://www.huffpost.com/entry/how-one-australian-pub-is-making-breastfeeding-moms-feel-welcome_n_8992548
The Easter Bunny Could Soon Bring Safer Candy With Natural Food Colors,,Lynne Peeples,04/04/15,https://www.huffpost.com/entry/food-coloring-candy_n_7001732
The Libertarian Socialism Of Public Schools,Enlightened libertarians recognize the role of the community in promoting and protecting individual liberties within it.,David Moshman,03/28/17,https://www.huffpost.com/entry/the-libertarian-socialism-of-public-schools_b_58dad530e4b0f087a3041dbc
Police Charge University of North Carolina Shooting Suspect With Murder,"UNC-Charlotte also identified the victims of Tuesday night's shooting on campus as six students, two of whom were killed in the attack.",AP,05/01/19,https://www.huffpost.com/entry/university-north-carolina-charlotte-shooting-gunman_n_5cc9e9b0e4b0d123954d8963
Top 25 Biggest Pensioners in the State Universities Retirement System,,Reboot Illinois,04/06/16,https://www.huffpost.com/entry/top-25-biggest-pensioners_b_9625630
A Former Coal Lobbyist Is Running To Chair The Democratic Party,"Working as a lobbyist, he said, was how he chose to take care of his family.",Zachary D. Carter,01/10/17,https://www.huffpost.com/entry/jaime-harrison-dnc-chair_n_14092102
"'Great Community, Great People': Meet The People Of Lincoln",Nebraska locals and visitors alike told HuffPost about what they love (and don't) about the capital city.,Jenna Amatulli,10/26/17,https://www.huffpost.com/entry/meet-the-people-of-lincoln_n_59df7cf3e4b00abf3646d1bb
Community Around The World Sends Words Of Comfort To Charleston #Honorthe9,,Rev. Paul Brandeis Raushenbush,06/26/15,https://www.huffpost.com/entry/honorthe9_n_7673154
Coast Guard Reopens Shipping Terminal After Investigating Threat Of 'Dirty Bomb',"Officials described the threat as a possible “dirty bomb.""",Reuters,06/15/17,https://www.huffpost.com/entry/port-of-charleston-terminal-threat_n_59422957e4b003d5948d2060
More Proof The Gender Pay Gap Is Enormous,Want to make a lot of money? Best to be a man.,Shane Ferro,11/05/15,https://www.huffpost.com/entry/gender-pay-gap-payscale_n_563b77d6e4b0b24aee491e95
"Mandatory Hotel Resort Fees, R.I.P? Maybe.",,Christopher Elliott,02/29/16,https://www.huffpost.com/entry/mandatory-hotel-resort-fees-rip-maybe_b_9354494
The Rev. Jesse Jackson Remembers Rodney King And The L.A. Riots,,Brennan Williams,03/03/16,https://www.huffpost.com/entry/rev-jesse-jackson-rodney-king-la-riots_n_56d8642ce4b0ffe6f8e857e0
22 Movies And TV Shows That Will Fire Up South By Southwest,"Pee-wee Herman, ""Star Wars"" and more are invading Texas this week.",Matthew Jacobs,03/11/16,https://www.huffpost.com/entry/south-by-southwest-2016-preview_n_56e1d18ce4b0b25c918128d1
5 Ways A Weekend Trip With Toddlers Will Make You Never Want To Leave Your House Again,Being stuck in a car together is worse than being stuck in a house together.,Andrea Rhoades,02/21/17,https://www.huffpost.com/entry/5-ways-a-weekend-trip-with-toddlers-will-make-you-never_b_58abbc20e4b029c1d1f88e44
Seek Out Your Tribe,,Loolwa Khazzoom,11/15/16,https://www.huffpost.com/entry/seek-out-your-tribe_b_12908192
12 Surprising Questions That Turn Your Boring Idea into an Extraordinary One,,Tania Luna,04/10/15,https://www.huffpost.com/entry/12-surprising-questions-t_b_7041428
Syrian refugee children portray life before and after displacement,,Christian Fuchs,10/28/15,https://www.huffpost.com/entry/syrian-refugee-children-p_b_8399124
24-Year-Old Detained For Weeks Over Brief Overstay,,Elise Foley,04/15/15,https://www.huffpost.com/entry/immigration-detention_n_7074032
Tiffany Haddish Cancels Atlanta Show Over Georgia's Abortion Law,"""I cannot in good faith perform there,"" the comedian said in a statement.",Hayley Miller,06/16/19,https://www.huffpost.com/entry/tiffany-haddish-cancels-atlanta-show-abortion_n_5d0699e0e4b0304a1211879b
Can A Book Club Fight Racism?,"White people are turning to anti-racist reading groups to make sense of this moment — and, they hope, to make change.",Claire Fallon,08/19/20,https://www.huffpost.com/entry/can-a-book-club-fight-racism_n_5f3a80abc5b6e054c3fc9d44
5 Of The Most Complicated Cocktails On The Internet,"We're talking dozens of ingredients, complicated home-made tinctures and infusions and fire.",Liquor.com,03/04/15,https://www.huffpost.com/entry/5-of-the-most-complicated_b_6803376
Business PAC Donations Tanked To Republicans Who Challenged Biden Vote: Report,"The significant change since the Electoral College count indicates businesses are serious about their threats to rethink support, The Wall Street Journal finds.",Mary Papenfuss,04/17/21,https://www.huffpost.com/entry/business-pac-contritions-tank-gop-after-electoral-college-challenge-wsj_n_607a3ba2e4b051555024ce20
My Encounter With a 'Non-Racist' in Fear of a Black Neighborhood,Mandela's death should remind us that racism exists outside of institutions and seeps into our daily lives. Apartheid no longer stands as a law and yet it lives in so many people's minds. We have to pick up the fight from where Mandela left off.,Christine Stoddard,08/05/15,https://www.huffpost.com/entry/my-encounter-with-a-non-racist_b_7934718
The USAGov Contact Center Connects You to Answers from Your Government,,USAGov,07/21/16,https://www.huffpost.com/entry/the-usagov-contact-center_b_11116866
Injured Charlottesville Siblings Sue James Alex Fields And White Supremacists,Micah and Tadrint Washington say they were driving home when Fields smashed into their car.,Willa Frej,08/15/17,https://www.huffpost.com/entry/lawsuit-charlottesville-white-supremacists_n_59933df5e4b00914164073fa
Henri Hurls Rain As Storm Settles Atop Swamped Northeast,"The tropical depression Henri appears to be lingering in the Northeast, raising the prospect it will bring sustained rains and cause major flooding inland.",AP,08/23/21,https://www.huffpost.com/entry/ap-us-tropical-weather-atlantic_n_61235ce1e4b0ff60bf822482
When Flying High No Longer Scares Us,"I meet with Stowe at the house she and Peter had built together. She still lives on the same gorgeous property south of Nashville, but in a guest house now that she moved into after their amicable divorce.","Tatiana ""Tajci"" Cameron",03/20/15,https://www.huffpost.com/entry/when-flying-high-no-longer-scares-us_b_6910214
"Minnesota State Patrol Purged Emails, Texts After George Floyd Protests","“The purge was neither accidental, automated, nor routine,” ACLU attorneys said of the deletions.",AP,09/07/21,https://www.huffpost.com/entry/ap-us-george-floyd-america-protests-media_n_6136ff6ce4b05f53edabd3c5
#StopSuicide: Four Books You Should Read Now,,Sheila Hamilton,09/06/16,https://www.huffpost.com/entry/stopsuicide-four-books-yo_b_11878056
It's the Little Things,"We seem to have the notion that working at a relationship isn't sexy or romantic or cool. We get the ""if he really loved me he would know what I want"" thing stuck in our heads, and so we keep quiet and expect the other person to be a mindreader and know just what we need/want.",Caitlin Grace,09/17/15,https://www.huffpost.com/entry/its-the-little-things_b_8149484
"Man Scales Rock Face For Dramatic Proposal, Ends Up In Jail",But at least she said yes!,Lee Moran,04/08/16,https://www.huffpost.com/entry/proposal-cliff-top-facetime_n_9641662
We Need To Stop Damning Middlesbrough,,Adam Levick,09/15/16,https://www.huffpost.com/entry/we-need-to-stop-damning-middlesbrough_b_57da7f13e4b04fa361d99405
Troublemaking Pandas Make It Impossible To Get Anything Done,Inside the world's most adorable workplace.,Ed Mazza,05/17/16,https://www.huffpost.com/entry/troublemaking-pandas-leaves_n_9999986
The 'Dangers of Contraception' Revisited,What are Republicans afraid of? What is so threatening or wrong about giving women the ability to space or limit their pregnancies? Why is it that a party that has pushed so hard to defend privacy and personal liberties in so many other realms is so dead-set on depriving women of their reproductive choice?,Robert J. Walker,06/24/15,https://www.huffpost.com/entry/the-dangers-of-contracept_b_7656124
Cable News Hosts Urge Networks: Stop Airing Trump’s Coronavirus Briefings Live,"""Those press briefings have become his new ‘Apprentice.’ They’ve become his new rallies,"" said CNN's Don Lemon.",Lee Moran,03/31/20,https://www.huffpost.com/entry/chris-hayes-don-lemon-trump-coronavirus-briefings_n_5e82e867c5b62dd9f5d4f92a
Money Millennials: Liz Wessel and J.J Fliegelman Making Job Hunting Easier,"Liz Wessel found J.J. Fliegelman through hacking. At a hackathon, Liz got her way into the backend of a hackathon sign-up form. She went through every resume until she found one that stood out. It was J.J.'s.",Kofie Yeboah,11/16/15,https://www.huffpost.com/entry/money-millennials-liz-wes_b_8560310
In The News,,Brian Caldirola,01/26/17,https://www.huffpost.com/entry/in-the-news_b_14420348
Woman Found Naked In Bushes Near Disney World May Have Been Raped,Authorities have released images of a person of interest in the case.,Steven Hoffer,07/23/15,https://www.huffpost.com/entry/woman-naked-disney-bar-rape_n_7857978
10 Texts To My Husband That Sum Up What It's Like Being A Wife,You can tell a lot about a marriage by the way a couple communicates.,YourTango,07/27/16,https://www.huffpost.com/entry/these-10-texts-ive-sent-m_b_11186698
"This Morning Feels Like September 12, 2001","More than half of the country voted for Donald Trump. This makes me feel unsafe.  As unsafe as I felt on September 12, 2001.",Domenick Scudera,11/09/16,https://www.huffpost.com/entry/this-morning-feels-like-s_b_12880374
What To Do When Your Switchplates Go Dark,,Christopher Elliott,07/17/16,https://www.huffpost.com/entry/what-to-do-when-your-switchplates-go-dark_b_578b98aae4b0e7c87350519f
Not Enough Christ In Christian,,Richard Brand,12/11/16,https://www.huffpost.com/entry/not-enough-christ-in-christian_b_13609548
5 Tips for When Your Kid Argues About Everything,"I like a kid with an opinion. I appreciate a kid who thinks about things, and isn't afraid to speak their mind. They've got spunk. They're usually a lot of fun to be around. There are plenty of positives about these kids.",Monica Swanson,02/02/15,https://www.huffpost.com/entry/5-tips-for-when-your-kid-argues-about-everything-_b_6592202
How To Stop Using Exercise As Punishment For What You Eat,Working out shouldn't just be about burning calories or weight loss. It's time to separate fitness and food.,De Elizabeth,07/07/20,https://www.huffpost.com/entry/viewing-exercise-as-punishment-what-you-eat_l_5efa0b8cc5b6ca9709130dbd
How to Make Good Decisions,,Brendon Burchard,04/24/15,https://www.huffpost.com/entry/how-to-make-good-decision_b_7131602
6 Myths About Wine Busted by a Sommelier,,Thrillist,08/18/15,https://www.huffpost.com/entry/6-myths-about-wine-busted_b_8004034
One Of Gisele Bündchen's Favorite Meals Was Made With Food Waste,,Emily Tess Katz,04/28/15,https://www.huffpost.com/entry/gisele-bundchen-dan-barber_n_7164072
Ariel Winter: 'This Is The Body I Was Given. This Is Who I Am.',"The ""Modern Family"" star has no time for body shamers ✌️",Alanna Vagianos,05/31/17,https://www.huffpost.com/entry/ariel-winter-this-is-the-body-i-was-given-this-is-who-i-am_n_592ec4ade4b055a197cea090
Kentucky Derby Kerfuffle Marks Yet Another Meme-Worthy Moment,Maximum Security's controversial loss to Country House has earned its own internet fame.,Carla Herreria Russo,05/05/19,https://www.huffpost.com/entry/kentucky-derby-loss-tweets_n_5cce3544e4b0548b735b0d55
Ocasio-Cortez Fires A 'Windmill Cancer' Dig Back After Trump Blasts Her Education,"The president said the progressive lawmaker ""knows nothing about the environment"" and ""probably never studied.""",Josephine Harvey,08/21/20,https://www.huffpost.com/entry/alexandria-ocasio-cortez-trump-science-clapback_n_5f3f193dc5b6305f325566f0
"Suicide, Violence and Mental Illness",I want to propose two paths for protecting the public as well as protecting people with serious mental illnesses. They call for real time performance information on those entrusted with our safety.,"Lloyd I. Sederer, MD",03/30/15,https://www.huffpost.com/entry/germanwings-mental-illness_b_6964190
"Florida Man Buys $8 Million Island One Week, Steals $300 From Kmart The Next: Police","The suspect denies stealing $300 in goods and blames the arrest on a ""commercial dispute.""",David Moye,04/09/19,https://www.huffpost.com/entry/andrew-lippi-kmart-theft_n_5cace109e4b0e833aa31edbe
"Five Years Later: The End of “Don’t Ask, Don’t Tell” Is Historic Progress We Must Fight To Keep",,Stephen Peters,09/20/16,https://www.huffpost.com/entry/five-years-later-the-end-of-dont-ask-dont-tell_b_57e011b6e4b053b1ccf2a0a9
Prince William Says He'd 'Fully Support' His Children If They Were Gay,The royal visited an LGBTQ charity in a historic moment.,Carly Ledbetter,06/26/19,https://www.huffpost.com/entry/prince-william-children-gay_n_5d138670e4b09ad014f9327d
Right to Remain Silent,"The silence from the ""pro-life"" crowd is appalling and damning, now that their rhetoric of ""baby killer"" has, once again, been taken seriously by someone who didn't realize they were just putting on political theater.",Marci Auld Glass,12/01/15,https://www.huffpost.com/entry/right-to-remain-silent_b_8683970
"There's A Right Way To Sip Coffee, According To Starbucks Experts","Mmm, roasty. ☕️",Suzy Strutner,03/08/16,https://www.huffpost.com/entry/coffee-cupping_n_56df103de4b03a40567a400e
87-Year-Old Visits African American Museum To See Her Slave Cabin Birthplace,"As a child, Isabell Meggett Lucas didn't know the two-room cabin once housed slaves. It was simply home.",Zeba Blay,04/12/17,https://www.huffpost.com/entry/87-year-old-visits-african-american-museum-to-see-her-slave-cabin-birthplace_n_15963512
"As California Burns, Trump's Proposed Cuts To Forest Service Loom","Wildfires are getting worse, but the budget for fighting them could be slashed.",Lydia O'Connor,07/10/17,https://www.huffpost.com/entry/california-wildfires-trump-budget_n_17452510
We'll Be There,"Wherever a community demands protection for their drinking water, we'll be there. Wherever a mother testifies that her kids can't breathe because of the coal plant in their neighborhood, we'll be there. We'll be there when the storms flood our cities, and we'll be there when the pipelines break and the oil trains spill.",Michael Brune,02/03/15,https://www.huffpost.com/entry/well-be-there_b_6600336
An Open Letter To The Fossil-Fuel Sector: Save Yourselves By Saving Forests,The fossil fuel industry faces an existential dilemma. It produces and uses the very materials that contribute the most to global warming -- and at a time when humanity aims to develop a new energy infrastructure based primarily on renewables.,Steve Zwick,02/04/16,https://www.huffpost.com/entry/an-open-letter-to-the-fos_b_9158392
"Musical Artist Fernando Ortega On Doubt, Racism and the Gospel of Jesus Christ","Fernando Ortega is a profoundly gifted musician, singer and songwriter, who grew up in New Mexico near the Rio Grande, and spent time in Ecuador and Barbados due to his father's work with the U.S. Department of State.",Ryan Thomas Neace,01/08/15,https://www.huffpost.com/entry/musical-artist-fernando-ortega_b_6430092
Scientific Solidarity,"It's depressing to contemplate that TWENTY YEARS LATER the forces of denial are still up to the same tricks, attacking the scientist rather than engaging responsibly with the data, and doing their best to insert unmerited doubt and confusion into the international conversation on climate change.",Ann Reid,12/01/15,https://www.huffpost.com/entry/scientific-solidarity_b_8682964
Ecommerce Technology Trends That Will Take Center Stage This Year,,Michael Lazar,02/09/17,https://www.huffpost.com/entry/ecommerce-technology-tren_b_14665416
But.. .Don't You Want Dessert?,"Dealing with opinions and suggestions can prove difficult, especially when old habits return in weak moments. Stay strong and persevere. Some tips to follow along the way:",Margaret Marshall,11/11/15,https://www.huffpost.com/entry/butdont-you-want-dessert_b_8534188
Librarian Murdered by Egyptian Mob,"Many historians view Hypatia's murder as the symbolic death of classical antiquity, the advent of a thousand year period of intellectual darkness, whose eventual coda was the Renaissance.",Richard Todd,05/11/15,https://www.huffpost.com/entry/librarian-murdered-by-egy_b_7245448
Ellen DeGeneres Explains Why 'I'm Gay' Is Such A 'Scary' Thing To Say Out Loud,"""I didn't do it because I'm fearless. I did it in spite of the fact that I was scared to death.""",OWN,11/04/15,https://www.huffpost.com/entry/ellen-degeneres-saying-im-gay-out-loud_n_5638f15fe4b027f9b96a3f8a
Amazing Places You Can Stay Around The World For Less Than $50 A Night,"You live to travel. But damn, it's expensive. And since you'll probably bust your budget on overpriced airfare, that doesn't leave much to spare for a killer suite. Thankfully, there are places all around the world you can afford. Here's the cream of the crop.",PureWow,08/26/15,https://www.huffpost.com/entry/amazing-places-you-can-st_b_8021032
How to Change the Gun Debate,"Opponents of gun control are also often single-issue voters; they decide who to vote for based solely on a candidate's position on guns. Support for gun control, by contrast, has been broad but not deep.",Adam Winkler,10/07/15,https://www.huffpost.com/entry/how-to-change-the-gun-deb_b_8258246
Mom's Note From Daughter With Autism Will Make You Think Twice About Your Words,"""Does being autism make me bad?""",Cavan Sieczkowski,11/16/15,https://www.huffpost.com/entry/mother-daughter-autism-note_n_8575332
"Back to the Garden (Parshat Behukotai, Leviticus 26:3-27:34)","It makes sense that the utopian promise is not heaven, but earth. Our ancestors, pre-factory-farm, understood the miraculous elegance of a functional ecosystem.",Alicia Jo Rabins,06/01/16,https://www.huffpost.com/entry/back-to-the-garden-parshat-behukotai-leviticus-263-2734-_b_10245788
Pride Rally Attacked By Unknown 'Hooligans' In Kiev,,Reuters,06/06/15,https://www.huffpost.com/entry/kiev-gay-pride-attack-_n_7524748
Why Bernie Sanders Is In Deep Trouble In South Carolina,"Without the black vote, Sanders doesn’t stand a chance.",Janie Velencia,02/18/16,https://www.huffpost.com/entry/bernie-sanders-black-voters_n_6110cba2e4b0ed63e6578d56
Congress Passes Bill To Designate Pulse Nightclub As National Memorial,"Five years after the deadly mass shooting, the legislation will create a national memorial at the gay nightclub in Orlando where 49 people were killed.",Sarah Ruiz-Grossman,06/11/21,https://www.huffpost.com/entry/bill-pulse-nightclub-shooting-national-memorial_n_60c3af1ce4b0c1abbe688325
Child Brides Join Push To Raise Marriage Age,,Stateline,05/12/17,https://www.huffpost.com/entry/child-brides-join-push-to-raise-marriage-age_b_5915c7c5e4b0bd90f8e6a449
